District,Village Name
Jalgaon,Pimpalwad Mhalsa 
Jalgaon,Khadakdeole Bk. 
Jalgaon,Tondapur 
Jalgaon,Mehu 
Jalgaon,Erandol 
Jalgaon,Rotwad 
Jalgaon,Tarwade Bk. 
Jalgaon,Kasba Pimpri 
Jalgaon,Nimkhedi  Bk. 
Jalgaon,Chopda (rampura) 
Jalgaon,Bhadgaon 
Jalgaon,Deoli 
Jalgaon,Nagardeole Bk. 
Jalgaon,Pachora 
Jalgaon,Maskawadsim 
Jalgaon,Khaushi Bk. 
Jalgaon,Mathagavhan 
Jalgaon,Fulgaon 
Jalgaon,valthan tanda 
Jalgaon,Kanashi 
Jalgaon,Tornale 
Jalgaon,Malpimpari 
Jalgaon,Narwade 
Jalgaon,Ravanje Kh. 
Jalgaon,Khanapur 
Jalgaon,Erandol (Rural) 
Jalgaon,Padalse 
Jalgaon,Odhare 
Jalgaon,Nimbhore 
Jalgaon,Dambhurni 
Jalgaon,Garkhede Bk 
Jalgaon,Dasnoor 
Jalgaon,Kerhale Bk. 
Jalgaon,Maskawad Bk. 
Jalgaon,Vadnagari 
Jalgaon,Wade 
Jalgaon,Dhamodi 
Jalgaon,Dighi 
Jalgaon,Mandurne 
Jalgaon,Dangarkuthora 
Jalgaon,Chalisgaon 
Jalgaon,Mondhale 
Jalgaon,Gondgaon 
Jalgaon,Chunchale 
Jalgaon,Ganeshpur 
Jalgaon,Pathari 
Jalgaon,Fattepur 
Jalgaon,Shindi 
Jalgaon,Ramnagar 
Jalgaon,Rohini 
Jalgaon,Sutkar 
Jalgaon,Chincholi Pimpri 
Jalgaon,Revati 
Jalgaon,Kurvel 
Jalgaon,Narne 
Jalgaon,Chahardi 
Jalgaon,Talonde Pr. Dehere 
Jalgaon,Kanalde 
Jalgaon,Yevati 
Jalgaon,Adwad 
Jalgaon,Bodwad 
Jalgaon,Palaskhede Bk. 
Jalgaon,Hiwarkhed Tawa 
Jalgaon,Waghali 
Jalgaon,Waghoda Bk. 
Jalgaon,Shelgaon 
Jalgaon,Kingaon Bk 
Jalgaon,Varangaon 
Jalgaon,Garkhede 
Jalgaon,Kamalgaon 
Jalgaon,Hivar Khede Bk. 
Jalgaon,Ganpur 
Jalna,Khadki 
Jalna,Bharaj Kh. 
Jalna,Uswad (Devthana) 
Jalna,Dhangar Pimpari 
Jalna,Partur 
Jalna,Jamb Samarth 
Jalna,Kolegaon 
Jalna,Bhanang Jalgaon 
Jalna,Somthana 
Jalna,KokateHadgaon 
Jalna,Merkheda 
Jalna,Jawkheda Bk. 
Jalna,Mantha 
Jalna,Mapegaon Kh. 
Jalna,Papal 
Jalna,Devdi Hadgaon 
Jalna,Gavalwadi 
Jalna,Sonak Pimpalgaon 
Jalna,Satara Wahegaon 
Jalna,Jawasgaon 
Jalna,Bhamberi 
Jalna,Wadikalya 
Jalna,Pirsavangi 
Jalna,Utavad 
Jalna,Sawargaon Bhagde 
Jalna,Keligavhan 
Jalna,Bhadli Kh. 
Jalna,Goshegaon 
Jalna,Dhakalgaon 
Jalna,Pimparkhed Bk. 
Jalna,Masegaon 
Jalna,Ghungarde Hadgaon 
Jalna,Kumbhar Pimpalgaon 
Jalna,Paduli Bk. 
Jalna,Kota dabhadi 
Jalna,VAIDYA WADGAON 
Jalna,Devale Gavhan 
Jalna,Khalapuri 
Jalna,Kautha 
Jalna,Babai 
Jalna,Jalna 
Jalna,Usmanpur 
Jalna,Gokulwadi 
Jalna,Dhalaskheda 
Jalna,Ashti 
Jalna,Pithori Sirasgaon 
Jalna,Karadgaon 
Jalna,Pewa 
Jalna,Banegaon 
Jalna,Borgaon khadak 
Jalna,Karanjala 
Jalna,Chitravadgaon 
Jalna,Tadegaonwadi 
Jalna,Baranjala (lokhande) 
Jalna,Savangi Aughadrao 
Jalna,Vidoli Bk. 
Jalna,Walsakhalsa 
Jalna,Paradh Bk. 
Jalna,Kokate Hadgaon 
Jalna,Dahipuri 
Jalna,Argadegavhan 
Jalna,Wahegaon Satara 
Jalna ,Antarwali sarathi 
Kolhapur,Shankarwadi 
Kolhapur,Majegaon 
Kolhapur,Majgaon 
Kolhapur,Abdul Lat 
Kolhapur,Nagaon 
Kolhapur,Kagal (R) 
Kolhapur,Halsavade 
Kolhapur,Wetavade 
Kolhapur,Terani 
Kolhapur,Uchgaon 
Kolhapur,Mutnal 
Kolhapur,Vakare 
Kolhapur,Udagaon 
Kolhapur,Kode 
Kolhapur,Mangnoor 
Kolhapur,Kherivade 
Kolhapur,Karambali 
Kolhapur,Kasaba Nool 
Kolhapur,Dhamod 
Kolhapur,Asagaon 
Kolhapur,Kumbharwadi 
Kolhapur,Khede 
Kolhapur,Date 
Kolhapur,Parale 
Kolhapur,Teraswadi 
Kolhapur,Hallarwadi 
Kolhapur,Kaulav 
Kolhapur,Washi 
Kolhapur,Mudsingi 
Kolhapur,Gandhargad 
Kolhapur,Tudiye 
Kolhapur,Khanapur 
Kolhapur,Bujawade 
Kolhapur,Panore 
Kolhapur,Khebavade 
Kolhapur,Nandani 
Kolhapur,Keloshi Bk. 
Kolhapur,Keloshi Kh. 
Kolhapur,Nimshirgaon 
Kolhapur,Dhundavade 
Kolhapur,Kasarputale 
Kolhapur,Shirol 
Kolhapur,Haladi 
Kolhapur,Nanundre 
Kolhapur,Top 
Kolhapur,Khupire 
Kolhapur,Kapileshwar 
Kolhapur,Shivanakwadi 
Kolhapur,Hupari 
Kolhapur,Khadakewada 
Kolhapur,Palshivane 
Kolhapur,Latwadi 
Kolhapur,Pargaon 
Kolhapur,Pundra 
Kolhapur,Shivange 
Kolhapur,Telave 
Kolhapur,Katlewadi 
Kolhapur,Halkarni 
Kolhapur,kitawade 
Kolhapur,Walivade 
Kolhapur,Jakhale 
Kolhapur,Boravade 
Kolhapur,Valave Kh. 
Kolhapur,Nadhavade 
Kolhapur,Madilge Bk. 
Kolhapur,Kalambe Tarf Kale 
Kolhapur,Kitwad 
Kolhapur,Konvade 
Kolhapur,Kamewadi 
Kolhapur,Kale 
Kolhapur,Gaulwadi (N.V.) 
Kolhapur,Rendal 
Kolhapur,Kololi 
Kolhapur,Ingali 
Kolhapur,Tavarewadi 
Kolhapur,Bamani 
Kolhapur,Kasaba Sangaon 
Kolhapur,Lingnur Dumala 
Kolhapur,Kutwad 
Kolhapur,Nandavade 
Kolhapur,Kanwad 
Kolhapur,Phejiwade 
Kolhapur,Adur 
Kolhapur,Bachani 
Kolhapur,Kembali 
Kolhapur,Kurundawad (R) 
Kolhapur,Chavhanwadi 
Kolhapur,Ningudage 
Kolhapur,Darewadi 
Kolhapur,Chikhali Kasaba 
Kolhapur,Vhanali 
Kolhapur,Ghosarwad 
Kolhapur,Saroli 
Kolhapur,Porle T.Thane 
Kolhapur,Latagaon 
Kolhapur,Sangashi 
Kolhapur,Vadanage 
Kolhapur,Hanimnal 
Kolhapur,Vaitakwadi (N.V.) 
Kolhapur,Yevati 
Kolhapur,Daulatwadi 
Kolhapur,Kerle 
Kolhapur,Burambali 
Kolhapur,Walawa 
Kolhapur,Haroli 
Kolhapur,Chandre 
Kolhapur,Hativade 
Kolhapur,Chipari 
Kolhapur,Shendur 
Kolhapur,Basarge  Kh 
Kolhapur,Kavatheguland 
Latur,Chamarga 
Latur,Tagarkheda 
Latur,Zari Bk 
Latur,Matola 
Latur,Shivankhed 
Latur,Ekurga 
Latur,Lasona 
Latur,Korewadi 
Latur,Hatkarwadi 
Latur,Atola 
Latur,Mallapur 
Latur,Mane Jawalga 
Latur,Khandapur 
Latur,Wanwada 
Latur,Domgaon 
Latur,Shend 
Latur,Aurad (sha) 
Latur,Tambarwadi 
Latur,Halsi Tugaon 
Latur,Batanpur 
Latur,Chichondi 
Latur,Panchincholi Tanda 
Latur,Kumtha Kh. 
Latur,Sirsal 
Latur,Wadgaon  
Latur,Bhatsangvi 
Latur,Latur 
Latur,Yelnur 
Latur,Walandi 
Latur,Boyachiwadi 
Latur,Lohara 
Latur,Karsa 
Latur,Umarga Retu 
Latur,Dewarjan 
Latur,Halgara 
Latur,Kanegaon 
Latur,Gavhan 
Latur,Ganjurwadi 
Latur,Umarga [hadga] 
Latur,Karadkhed 
Latur,Killari 
Latur,Mahadol 
Latur,Nandura Kh 
Latur,Nilanga 
Latur,Jalkot 
Latur,Hanumantwadi Abulga Bk 
Latur,Tondar 
Nagpur,Parseoni 
Nagpur,Channa 
Nagpur,Tarna 
Nagpur,Kotgaon 
Nagpur,Rohna  
Nagpur,Devbardi 
Nagpur,Khutamba 
Nagpur,Kalmeshwar 
Nagpur,Raipur 
Nagpur,Sukali Gupchup 
Nagpur,Uparwani 
Nagpur,Sarandi 
Nagpur,Pawaddauna 
Nagpur,Ghogali 
Nagpur,Zamkoli 
Nagpur,Pachkhedi 
Nagpur,Mahalgaon 
Nagpur,Tarsa 
Nagpur,Nagpur City H.O 
Nagpur,Narsingi 
Nagpur,Plot no 41 Nandanvan layout SB hospital mage Nagpur 
Nagpur,Takli 
Nagpur,Mahendri 
Nagpur,Mauda 
Nagpur,Khedi (r1) 
Nagpur,Bhugaon 
Nagpur,Madna 
Nagpur,Kocchi 
Nagpur,Wakeshwar 
Nagpur,Ambola 
Nagpur,Tinkheda 
Nagpur,Asoli. 
Nagpur,Linga 
Nagpur,Bhiwapur 
Nagpur,khapari Gosavi 
Nagpur,Sawangi 
Nagpur,Kondhali 
Nagpur,Weltur 
Nagpur,Yenwa 
Nagpur,Jaoli 
Nagpur,Nanda Gomukh 
Nagpur,Hingana 
Nagpur,Kuhi 
Nagpur,Mohkhedi 
Nagpur,Parsodi 
Nagpur,Pipla (kinkheda) 
Nagpur,Rajoli 
Nagpur,Asola 
Nagpur,Jiwanapur 
Nagpur,Pohara 
Nagpur,Mokhebardi 
Nagpur,Rajola 
Nagpur,Koradi (N.V.) 
Nagpur,Rewaral 
Nagpur,Khandala (Kh) 
Nagpur,Nawargaon 
Nagpur,Dongarmauda 
Nagpur,Jalalkheda 
Nagpur,Mathani 
Nagpur,Sonarwahi 
Nagpur,Parsodi [Dixit] 
Nagpur,"Weltur, "
Nagpur,Dahegaon 
Nagpur,Bhishnoor 
Nagpur,Titur 
Nagpur,Parsioni 
Nagpur,Nagtaroli 
Nagpur,Kanholibara 
Nagpur,Takalghat 
Nagpur,Nand 
Nagpur,Sonoli 
Nagpur,Mandri 
Nagpur,Bela 
Nagpur,Wadoda 
Nagpur,Mendki 
Nagpur,Ubali 
Nagpur,Indora 
Nagpur,Gonha 
Nagpur,Pendkapur 
Nagpur,Chirwha 
Nagpur,Lohara 
Nagpur,Gumthala 
Nagpur,Kodamendhi 
Nagpur,Sirsi (r) 
Nagpur,Dhanla 
Nagpur,Jamgaon Bk 
Nagpur,Gadegaon 
Nagpur,Nagpur 
Nagpur,Salai (Mokasa) 
Nagpur,Nagpur (Urban) 
Nagpur,Taroli 
Nagpur,Sherdi 
Nagpur,sonoli 
Nagpur,Somanala 
Nagpur,Kargaon 
Nagpur,Sahajapur 
Nagpur,Hardoli 
Nagpur,Khursapar 
Nagpur,Aisamba 
Nagpur,Thana 
Nagpur,Garla 
Nagpur,Kelwad 
Nagpur,Umari 
Nagpur,Pandharabodi 
Nagpur,Chicholi 
Nagpur,Mhalginagar 
Nagpur,Nandra 
Nagpur,Pipra 
Nagpur,Borda 
Nagpur,Sinjar 
Nagpur,Sawangi (Devali)  
Nagpur,Umred 
Nagpur,chicholi 
Nagpur,Khairy kh 
Nagpur,Dongri 
Nagpur,Muktapur 
Nagpur,Musewadi 
Nagpur,Sawargaon 
Nagpur,Deoli kh. 
Nagpur,Kapsi bk 
Nagpur,Khairi (Lakhmaji) 
Nagpur,Thombra 
Nagpur,Hudkeshwar  kh. 
Nagpur,Nimji 
Nagpur,Tuman 
Nagpur,Hattibodi 
Nagpur,Hatla 
Nagpur,Murbi 
Nagpur,Chikhali (Maina) 
Nagpur,Chikhali ( Maina ) 
Nagpur,Walna 
Nagpur,Pachkhedi (gandli) 
Nagpur,Ranwadi 
Nagpur,Nagpur City 
Nagpur,Panjarepar 
Nagpur ,Sonoli 
Nagpur ,wagholi 
Nanded,Talni 
Nanded,Nevri 
Nanded,Walki 
Nanded,Phulwal 
Nanded,Yetala 
Nanded,Naigaon 
Nanded,Lohgaon 
Nanded,Deulgaon 
Nanded,Dabhad 
Nanded,Sagroli 
Nanded,Borgaon (Tamsa) 
Nanded,Mardga 
Nanded,Pendpalli 
Nanded,Khadki (bazar) 
Nanded,Samrala 
Nanded,Pangri 
Nanded,Shivani  Jamga 
Nanded,Chikala 
Nanded,Bodhadi Bk. 
Nanded,Pingali 
Nanded,Dhanora Bk. 
Nanded,Lavhral 
Nanded,Chainpur 
Nanded,Kalambar 
Nanded,Dhotra 
Nanded,Patoda Kh. 
Nanded,Sindi Tanda 
Nanded,Maregaon 
Nanded,Chincholi P.K. 
Nanded,Mangrul 
Nanded,Pimpalgaon (Na) 
Nanded,Kolgaon 
Nanded,Paradwadi 
Nanded,Naigaon (D) 
Nanded,Salegaon (D) 
Nanded,Walki Bk 
Nanded,Wahegaon 
Nanded,Devapur 
Nanded,Pingli 
Nanded,Balapur 
Nanded,Chikhal Bhosi 
Nanded,Ardhapur 
Nanded,Karkala 
Nanded,Sangavi BK 
Nanded,Minki 
Nanded,Masalaga 
Nanded,Mulzara 
Nanded,Mandvi 
Nanded,Badur 
Nanded,Bolsa 
Nanded,Chitagiri 
Nanded,Himayatnagar 
Nanded,Daregaon 
Nanded,Ramtirth 
Nanded,Chinchordi 
Nanded,Hassa 
Nanded,Rajwadi 
Nanded,Penur 
Nanded,Karkheli 
Nanded,Wartala 
Nanded,Yelegaon 
Nanded,Shilvani  
Nanded,Manula (Bk) 
Nanded,Dighi 
Nanded,Anteshwar 
Nanded,Khairgaon 
Nanded,Gorlegaon 
Nanded,Limbgaon 
Nanded,Khanapur 
Nanded,ChabharaTanda 
Nanded,Shelgaon bk 
Nanded,Dapka Gundopant 
Nanded,Baradshewala 
Nanded,"Chitagiri, "
Nanded,Khadki 
Nanded,Khairgaon (m) 
Nanded,Karadkhed 
Nanded,Borgaon Thadi 
Nanded,Palsa 
Nanded,Karwadi 
Nanded,Walkewadi 
Nanded,Murambi 
Nanded,Sawargaon 
Nanded,Martoli 
Nanded,Anjankhed 
Nanded,Pardi Makta 
Nanded,Bolegaon 
Nanded,Lahan 
Nanded,Khatgaon P.D. 
Nanded,Telur 
Nanded,Navi Wadi 
Nanded,Barasgaon 
Nanded,Barbada 
Nanded,Dharmabad 
Nanded,Harbal P.U. 
Nanded,Borgadi 
Nanded,Hindola 
Nanded,Mahadapur 
Nanded,Chikhali Bk. 
Nanded,Chorad 
Nanded,Ibrahimpur 
Nanded,Nanded 
Nanded,Sangvi 
Nanded,Kamajiwadi 
Nanded,Hadgaon 
Nanded,Patharwadi 
Nanded,Karanji 
Nanded,Panbhoshi 
Nanded,Sawargaon Nasarat 
Nanded,Karla 
Nanded,Chondi 
Nanded,Degloor 
Nanded,Balegaon 
Nanded,Abdulapur 
Nanded,Choramba (Nanded) 
Nanded,Kalambar Bk. 
Nanded,Belur Bk. 
Nanded,Barul 
Nanded,Shibadara (J) 
Nanded,Malkautha 
Nanded,Shelgaon 
Nanded,Kundalwadi 
Nanded,Osmannagar 
Nanded,Wazarga 
Nanded,Dongargaon 
Nanded,Shemboli 
Nanded,Bhokaskheda 
Nanded,Chikana 
Nanded,Kadamachiwadi 
Nanded,Bet Sangvi 
Nanded,Munjalga 
Nanded,Kollari 
Nanded,Yewati 
Nandurbar,Vardhe 
Nandurbar,Kudhavad 
Nandurbar,Talwade bk 
Nandurbar,Fes 
Nandurbar,Ganeshbhawal 
Nandurbar,Kokniwada 
Nandurbar,Taloda 
Nandurbar,Maloni 
Nandurbar,Kolde 
Nandurbar,Dhanora 
Nandurbar,Nandvan 
Nandurbar,Borpada 
Nandurbar,Vikharan 
Nandurbar,Vadchhil 
Nandurbar,Mohide-t-shahade 
Nandurbar,Selingpur 
Nandurbar,Asalod 
Nandurbar,Kahatul 
Nandurbar,Chikhali Bk 
Nandurbar,Raikhed 
Nandurbar,Palsun 
Nandurbar,Korit 
Nandurbar,Pusanad 
Nandurbar,Khairve 
Nandurbar,Bhamarmal 
Nandurbar,Padalde-bk 
Nandurbar,Chouki 
Nandurbar,Padalde bk 
Nandurbar,Shahada 
Nandurbar,Shelti 
Nandurbar,Karjot 
Nandurbar,Shrirampur 
Nandurbar,Vaijali 
Nandurbar,Padalda 
Nandurbar,Kanadi Kh 
Nandurbar,Nalve Bk. 
Nandurbar,Khondamali 
Nandurbar,Dongargaon 
Nandurbar,Karanjvel 
Nandurbar,Dhurkheda 
Nandurbar,Tikhore 
Nandurbar,Borale 
Nandurbar,Palasvade 
Nandurbar,Shinde 
Nandurbar,Bhardu 
Nandurbar,Kauthal-t-sarangkheda 
Nandurbar,Lonkheda 
Nandurbar,Mhasavad 
Nandurbar,Sarangkheda 
Nashik,Waviharsh 
Nashik,Avachitwadi (N.V.) 
Nashik,Nimgaon Sinner 
Nashik,Ahurli 
Nashik,Chitegaon 
Nashik,Ronzane 
Nashik,Eklahare 
Nashik,Kanadwadi 
Nashik,Chinchondi 
Nashik,Pathare Bk. 
Nashik,Kalwan Bk. 
Nashik,Pandhurli 
Nashik,Nilkhede 
Nashik,Darhane 
Nashik,Sundarpur 
Nashik,Jalgaon Neur 
Nashik,Ojhar 
Nashik,Jamdari 
Nashik,Nandesar 
Nashik,Vadangli 
Nashik,Karanji Kh. 
Nashik,Ganeshnagar (Malewada) 
Nashik,Manur 
Nashik,Dangsaundane 
Nashik,Gangapur 
Nashik,Deola 
Nashik,Niphad 
Nashik,Bramhangaon 
Nashik,Nagapur 
Nashik,Dindori 
Nashik,Chas 
Nashik,Nilwandi 
Nashik,Jambutke 
Nashik,Vadali Najik 
Nashik,Vithewadi 
Nashik,Nashik City 
Nashik,Arai 
Nashik,Pale Kh. 
Nashik,Muwane  
Nashik,Bej 
Nashik,Khamtane 
Nashik,Sawandgaon 
Nashik,Jamdari (8806285553) 
Nashik,Bagadu 
Nashik,Karanjul Surgana 
Nashik,Nandgaon 
Nashik,Vinchur Dalvi 
Nashik,Chondhi 
Nashik,Barde 
Nashik,Lauki Shiras 
Nashik,Mhalsakore 
Nashik,Sangamner 
Nashik,Deshwandi 
Nashik,Sinnar 
Nashik,Wadali Nazik  
Nashik,Akhatwade 
Nashik,Sanjegaon 
Nashik,Nalegaon 
Nashik,Pimpri sayyed 
Nashik,Sakur 
Nashik,Shirsate 
Nashik,Dhaur 
Nashik,Ghoti bk 
Nashik,Nimgaon Deopur 
Nashik,Ghoti Kh 
Nashik,Pale Bk. 
Nashik,Nandgaon Bk 
Nashik,Varkhede 
Nashik,Deopada 
Nashik,Inshi 
Nashik,Jirwade Otur 
Nashik,Mokbhanagi 
Nashik,Senvad Bk 
Nashik,Nanashi 
Nashik,Vajirkhede 
Nashik,Dugaon 
Nashik,Subhash Nagar 
Nashik,Materewadi 
Nashik,Mangrul 
Nashik,Shirasamani 
Nashik,Ghanegaon 
Nashik,Abhona 
Nashik,Vadgaon Pangu 
Nashik,Navi Bej 
Nashik,Vadgaon 
Nashik,Shenvad bk 
Nashik,Chinchagavhan 
Nashik,Mesankhede Kh 
Nashik,Vinchurgavali 
Nashik,Nashik 
Nashik,Kone 
Nashik,Kelzar 
Nashik,Desrane 
Nashik,Talwade 
Nashik,Karambhel Kanashi 
Nashik,Kanashi 
Nashik,Jategaon 
Nashik,Tungan Digar 
Nashik,Golshi 
Nashik,Wanjole 
Nashik,Kasbe Vani 
Nashik,Anandpur 
Nashik,Kharde (Wakhari) 
Nashik,Sakorepada (N.V.) 
Nashik,nashik 
Nashik,Khamkhede 
Nashik,Bhuyane 
Nashik,Pimpalgaon Mor 
Nashik,Vanjarwadi 
Nashik,Murambi 
Nashik,Chandgiri 
Nashik,Pimpalgaon Dhum 
Nashik,Krishnanagar 
Nashik,Pingalwade 
Nashik,Kalwan Kh 
Nashik,Mogare 
Nashik,Nimon 
Nashik,Naigaon 
Nashik,Mohamukh 
Nashik,Vithewadi(L.O) 
Nashik,Amode 
Nashik,Datyane 
Nashik,Gondegaon 
Nashik,Nitane 
Nashik,Borkhind 
Nashik,Bharvir 
Nashik,Talegaon Anjaneri 
Nashik,Jaidar 
Nashik,Deothan 
Nashik,Komalwadi 
Nashik,Bharatpur 
Nashik,Aliyabad 
Nashik,Meshi 
Nashik,Brahmangaon 
Nashik,Khedgaon 
Nashik,Bodhe 
Nashik,Adgaon Repal 
Nashik,Janori 
Nashik,Ambasan 
Nashik,Pardevi 
Nashik,Kandhane 
Nashik,Adgaon Chothava 
Nashik,Shevgedarna 
Nashik,AgasKhind 
Nashik,Bortembhe 
Nashik,Malagaon 
Nashik,Dapur 
Nashik,Bhendali 
Nashik,Astane 
Nashik,Manur  
Nashik,Askheda 
Nashik,deola 
Nashik,Karanjad 
Nashik,Dahiwal 
Nashik,Balayduri 
Nashik,Parner 
Nashik,Jaikheda 
Nashik,Vadner Bhairao 
Nashik,Yesgaon Bk 
Nashik,Lohoner 
Nashik,Malegaon 
Nashik,Joran 
Nashik,Shenit 
Nashik,Niwane 
Nashik,Dahegaon 
Osmanabad,Jewali 
Osmanabad,Kond 
Osmanabad,Chilvadi 
Osmanabad,Keshegaon 
Osmanabad,Mankeshwar 
Osmanabad,Dabha 
Osmanabad,Kandari 
Osmanabad,Bhandgaon 
Osmanabad,Kalegaon 
Osmanabad,Mandva 
Osmanabad,Wadibamani 
Osmanabad,Sumbha 
Osmanabad,Walwad 
Osmanabad,Tuljapur 
Osmanabad,Masala kh. 
Osmanabad,Dhotri 
Osmanabad,Wakadi 
Osmanabad,Ter 
Osmanabad,Padoli 
Osmanabad,Kanegaon 
Osmanabad,Khamgaon 
Osmanabad,Kaudgaon 
Osmanabad,Lohagaon 
Osmanabad,Gaurgaon 
Osmanabad,Jalkot 
Osmanabad,Gondhalwadi 
Osmanabad,Manegopal 
Osmanabad,Pandharewadi 
Osmanabad,Pimparkhed 
Osmanabad,Osmanabad 
Osmanabad,Umarga(rural) 
Osmanabad,Wadgaon Kati 
Osmanabad,Andur 
Osmanabad,Poramba 
Osmanabad,Donja 
Osmanabad,Takali 
Osmanabad,Chincholi Jahagir 
Osmanabad,Anjan soda 
Osmanabad,Morda 
Osmanabad,Palsap 
Osmanabad,Kilaj 
Osmanabad,Barul 
Osmanabad,Handral 
Osmanabad,Palaswadi 
Osmanabad,Padoli (Akubai) 
Osmanabad,Bhoom 
Osmanabad,Jagji 
Osmanabad,Kanthekur 
Osmanabad,Dhoki 
Osmanabad,Wadgaon lakh 
Osmanabad,Gojwada 
Osmanabad,Sindfal 
Osmanabad,Kini 
Osmanabad,Wangi Bk. 
Osmanabad,Mendha 
Osmanabad,Irla 
Osmanabad,Saramkondi 
Osmanabad,Malumbra 
Osmanabad,Talmod 
Osmanabad,Chivari 
Osmanabad,Kherda 
Osmanabad,Antargaon 
Osmanabad,Bijanwadi 
Osmanabad,Yeoti 
Osmanabad,Bavi(Osmanabad) 
Osmanabad,Walgud 
Osmanabad,Sirsav 
Osmanabad,Pathrud 
Osmanabad,Undegaon 
Osmanabad,Deokurli 
Osmanabad,Bagalwadi (N.V.) 
Osmanabad,Belamb 
Osmanabad,Para 
Osmanabad,Sangvi Kati 
Osmanabad,Hasegaon Kej 
Osmanabad,Mangrul 
Osmanabad,Kallam 
Osmanabad,Gaudgaon 
Osmanabad,Patsangvi 
Osmanabad,Nipani 
Osmanabad,Hangarga tul 
Osmanabad,Baswantwadi 
Osmanabad,Nalgaon 
Osmanabad,Yenegaon 
Osmanabad,Bhotra 
Osmanabad,Kamtha 
Osmanabad,Sastur 
Osmanabad,Upla 
Osmanabad,Dalimb 
Osmanabad,Matola kh. 
Osmanabad,Wanegaon 
Osmanabad,Sakat kh. 
Osmanabad,Shiradhon 
Osmanabad,Kader 
Osmanabad,Naldurg 
Osmanabad,Achaler 
Osmanabad,Apsinga 
Osmanabad,Jawalga Mesai 
Osmanabad,Takali Bembali 
Osmanabad,Dawal Malikwadi 
Osmanabad,Khandeshwar wadi 
Osmanabad,Itkur 
Osmanabad,Kemwadi 
Osmanabad,Ghatnandur 
Palghar,Sasane 
Palghar,Gandhare 
Palghar,Embur Airambi 
Palghar,Saware 
Parbhani,Chandaj 
Parbhani,kansur tanda 
Parbhani,Waghi (Dhanora) 
Parbhani,Aherwadi 
Parbhani,Pohandul 
Parbhani,Zari 
Parbhani,Kolhawadi 
Parbhani,Chamani 
Parbhani,Nila 
Parbhani,Tadkalas 
Parbhani,Niwali 
Parbhani,Jodparli 
Parbhani,Dudhgaon 
Parbhani,takalga 
Parbhani,Kansur 
Parbhani,Balsa bk. 
Parbhani,Borwand bk. 
Parbhani,Dagadchop 
Parbhani,Sarangapur 
Parbhani,Borgaon Jahagir 
Parbhani,Bhisegaon 
Parbhani,SIMANGAON BO 
Parbhani,Chatori 
Parbhani,Angalgaon 
Parbhani,Vadi 
Parbhani,Ambe takli 
Parbhani,Niwali Bk. 
Parbhani,Hadgaon Bk 
Parbhani,Mirzapur 
Parbhani,Bhosa 
Parbhani,Shelgaon Hatkar 
Parbhani,Korwadi 
Parbhani,Sonpeth 
Parbhani,Digras 
Parbhani,Satephal tarf kaulgaon 
Parbhani,Barbadi 
Parbhani,Lon kh. 
Parbhani,Mankeshwar[P.jintur] 
Parbhani,Tidi Pimpalgaon 
Parbhani,Wadgaon tarf bharaswad 
Parbhani,Kothala 
Parbhani,Zodgaon 
Parbhani,Mandwa 
Parbhani,Anandwadi 
Parbhani,Parbhani Town 
Parbhani,Pegargavhan 
Parbhani,Takli kumbhakarna 
Parbhani,Sawangi Bhamble 
Parbhani,Saikheda (jintur Circle) 
Parbhani,Mangrul Bk 
Parbhani,Umari 
Parbhani,Kawalgaon 
Parbhani,Pathargavhan Kh 
Parbhani,Itoli 
Parbhani,Mardasgaon 
Parbhani,Rudhi 
Parbhani,Devgaon (Nandgaon) 
Parbhani,Khujada 
Parbhani,Tad Borgaon 
Parbhani,Dutka 
Parbhani,Dhanewadi 
Parbhani,Manwath 
Parbhani,Somthana 
Parbhani,Tamaswadi 
Parbhani,Adgaon sugaon 
Parbhani,Kolapa 
Parbhani,Wazar Bk 
Parbhani,Pingali 
Parbhani,Rampuri Kh 
Parbhani,Sheikh Rajura 
Parbhani,Nandgaon Kh. 
Parbhani,Mandakhali 
Parbhani,Ravalgaon 
Parbhani,Wai tarf lasina 
Parbhani,Ithalapur Deshmukh 
Parbhani,renkapur 
Parbhani,Pathargavhan Bk 
Parbhani,Zola Phata 
Parbhani,Kawi 
Parbhani,Takli Bobade 
Parbhani,Walour 
Parbhani,Kasapuri 
Parbhani,Tarugavhan 
Parbhani,Dharasur 
Parbhani,Surpimpari 
Parbhani,Warkheda 
Parbhani,Pedgaon 
Parbhani,Bhogaon 
Parbhani,Jintur 
Parbhani,Ambarwadi 
Parbhani,Pathri 
Parbhani,Sawali 
Pune,Pimpalgaon Tarf Mahalunge 
Pune,Golegaon 
Pune,Punawale 
Pune,Nagadwadi 
Pune,Dhanore 
Pune,Sayagaon 
Pune,Bhosari 
Pune,Nhavi Sandas 
Pune,Mandvi Bk. 
Pune,Pimpalsuti 
Pune,Mudhale 
Pune,Khadaki 
Pune,Chandus 
Pune,Khangaon 
Pune,Pimpri Kh. 
Pune,MOSHI 
Pune,Narayangaon 
Pune,Khodad 
Pune,Jadhav Wadi 
Pune,Gotandi 
Pune,Shindewadi 
Pune,Sawatamalinagar 
Pune,Undavadi Kade Pathar 
Pune,Narodi 
Pune,Chikhali 
Pune,Shelgaon 
Pune,Sashte 
Pune,Kesnand 
Pune,Bawada 
Pune,Uralgaon 
Pune,Pimpalgaon Siddhanath 
